episode,steps,return,length,success,crash,wall_time
1416,141448,198.848,52,1,0,289.7
1417,141509,198.398,61,1,0,289.8
1418,141566,198.592,57,1,0,289.9
1419,141732,191.915,166,1,0,290.1
1420,141786,197.008,54,1,0,290.2
1421,141828,202.197,42,1,0,290.2
1422,141908,193.153,80,1,0,290.3
1423,141958,186.417,50,1,0,290.4
1424,142119,191.686,161,1,0,290.6
1425,142164,199.636,45,1,0,290.7
1426,142225,183.328,61,1,0,290.7
1427,142295,199.566,70,1,0,290.8
1428,142344,207.008,49,1,0,290.9
1429,142458,189.426,114,1,0,291.0
1430,142525,184.068,67,1,0,291.1
1431,142583,198.834,58,1,0,291.2
1432,142645,196.317,62,1,0,291.3
1433,142703,202.545,58,1,0,291.4
1434,142769,191.826,66,1,0,291.5
1435,142834,207.461,65,1,0,291.6
1436,142900,206.894,66,1,0,291.7
1437,142945,208.905,45,1,0,291.7
1438,142996,189.992,51,1,0,291.8
1439,143071,196.741,75,1,0,291.9
1440,143145,192.87,74,1,0,292.0
1441,143268,-22.289,123,0,1,292.1
1442,143323,194.07,55,1,0,292.2
1443,143364,204.051,41,1,0,293.1
1444,143415,195.148,51,1,0,293.2
1445,143469,196.961,54,1,0,293.3
1446,143547,204.144,78,1,0,293.4
1447,143607,189.199,60,1,0,293.5
1448,143671,189.118,64,1,0,293.6
1449,143724,197.774,53,1,0,293.7
1450,143786,1.462,62,0,1,293.8
1451,143859,192.778,73,1,0,293.9
1452,143946,196.512,87,1,0,294.0
1453,144015,201.696,69,1,0,294.1
1454,144073,195.623,58,1,0,294.1
1455,144214,180.854,141,1,0,294.3
1456,144300,201.136,86,1,0,294.4
1457,144353,202.967,53,1,0,294.5
1458,144411,-7.791,58,0,1,294.5
1459,144463,188.856,52,1,0,294.6
1460,144609,194.242,146,1,0,294.8
1461,144673,188.876,64,1,0,294.9
1462,144712,184.528,39,1,0,295.0
1463,144785,200.06,73,1,0,295.1
1464,144836,190.332,51,1,0,295.1
1465,144909,204.032,73,1,0,295.2
1466,144971,193.238,62,1,0,295.3
1467,145037,197.946,66,1,0,295.4
1468,145088,-16.44,51,0,1,295.5
1469,145155,202.142,67,1,0,295.6
1470,145223,194.354,68,1,0,295.7
1471,145334,190.597,111,1,0,295.9
1472,145386,207.103,52,1,0,296.0
1473,145432,192.497,46,1,0,296.9
1474,145499,188.674,67,1,0,297.0
1475,145567,198.652,68,1,0,297.1
1476,145622,196.621,55,1,0,297.2
1477,145674,197.337,52,1,0,297.2
1478,145714,190.83,40,1,0,297.3
1479,145767,193.735,53,1,0,297.3
1480,145811,197.079,44,1,0,297.4
1481,145880,186.295,69,1,0,297.5
1482,145900,-68.865,20,0,1,297.5
1483,145945,203.347,45,1,0,297.6
1484,145998,198.861,53,1,0,297.6
1485,146150,194.134,152,1,0,297.8
1486,146206,197.54,56,1,0,297.9
1487,146263,191.099,57,1,0,298.0
1488,146338,197.638,75,1,0,298.1
1489,146373,190.167,35,1,0,298.2
1490,146425,204.901,52,1,0,298.3
1491,146501,201.888,76,1,0,298.4
1492,146573,179.818,72,1,0,298.5
1493,146628,186.125,55,1,0,298.6
1494,146678,199.329,50,1,0,298.7
1495,146721,193.623,43,1,0,298.7
1496,146787,204.643,66,1,0,298.8
1497,146836,199.734,49,1,0,298.9
1498,146888,199.144,52,1,0,299.0
1499,146958,195.973,70,1,0,299.1
